16	58	28	836	851.673	939	0.870358	-1	-6	7	9	-6	1	-6	-6	3	0.03282	-0.18421	-0.02645	-0.17021	-0.15907	-0.92908	-0.64742	-0.38985	-0.22561	0.94944	-0.35635	0.2166	1.49899	0.23959	-0.22722	-0.01492	0.2381	0.54237	1.06746	0.29845	0.1964	2.37459	0.08189	-0.29492	-0.53199	0.05724	0.34343	-0.27181	
16	58	28	838	852.976	1030	0.760123	-2	1	-2	3	6	-1	2	5	2	-0.01486	-0.25405	-0.02035	-0.11449	-0.05572	-0.74367	0.11449	-0.40914	-0.27337	0.95046	-0.41523	0.14676	1.78182	0.04061	-0.23651	-0.02188	0.20949	1.36045	0.7603	0.3746	0.25079	3.52265	-0.00124	-0.2	0.59259	0.10774	1.27027	-0.58725	
16	58	28	841	854.278	950	0.741283	2	-7	-2	5	-10	7	-5	-5	-3	-0.08978	-0.29757	-0.08342	-0.20162	0.03951	-0.05978	0.56028	-0.48832	-0.27541	0.95046	-0.34822	0.22065	0.54251	-0.11574	-0.11638	-0.11738	0.18088	2.63698	0.89614	0.25214	0.33036	3.64467	-0.14888	-0.05085	0.90236	0.11448	0.81481	-1.61616	
16	58	28	843	855.58	927	0.760706	2	-9	-6	-1	6	4	-9	4	-1	-0.19752	-0.27834	-0.08749	-0.31915	0.00912	1.3202	0.01722	-0.5066	-0.29268	0.95248	-0.20508	0.2834	-1.37475	-0.06904	0.12386	-0.25864	0.18292	3.21553	1.27426	0.24699	0.38273	2.53546	-0.27667	-0.00339	-0.69024	-0.31313	-0.18855	-0.55034	
16	58	28	845	856.882	995	0.812129	-6	6	-2	5	1	-4	-3	-1	2	-0.33127	-0.25506	-0.05086	-0.2999	0.02533	1.68586	-0.3232	-0.53604	-0.33638	0.95854	-0.15736	0.24393	-2.17368	-0.1533	0.40374	-0.31136	0.21766	1.92151	1.48309	0.44664	0.33942	1.00197	-0.31141	0.13559	-1.58725	-0.72391	-0.367	1.7037	
16	58	28	847	858.185	960	0.801155	1	2	9	8	-3	4	0	2	-6	-0.47245	-0.28543	-0.07325	-0.19554	0.07194	0.12462	-0.24924	-0.58274	-0.33028	0.96562	-0.2467	0.22368	-0.97976	-0.53604	0.61048	-0.2089	0.34847	-0.09057	1.26311	0.62777	0.27496	-0.74065	-0.23449	0.34237	-0.10774	-0.64983	-0.05387	1.73737	
16	58	28	849	859.487	972	0.766591	-1	-9	1	4	9	-9	-5	-10	2	-0.59567	-0.2915	-0.14649	-0.12462	-0.0385	-1.57273	-0.15704	-0.59188	-0.28963	0.97674	-0.34822	0.20445	0.83603	-0.84873	0.67167	-0.26759	0.43533	-0.64755	0.81403	0.65144	0.26187	-1.8569	-0.07444	0.42034	1.2953	-0.30303	0.02694	0.05705	
16	58	28	851	860.789	1011	0.857694	1	-9	3	1	0	-6	-2	5	-2	-0.67492	-0.22571	-0.11699	-0.13374	-0.19352	-1.94444	-0.30091	-0.55431	-0.26829	0.9909	-0.37766	0.09615	1.72222	-0.41421	0.60677	-0.38995	0.31066	0.00904	0.64271	0.44973	0.24273	-1.56879	0.10298	0.12203	0.75421	-0.01347	0.0202	-0.23826	
16	58	28	853	862.091	932	0.742818	-5	-4	3	8	2	-10	-2	5	-1	-0.69783	-0.16498	-0.02442	-0.20162	-0.21175	-1.25556	-0.30902	-0.51066	-0.24797	1	-0.33706	0.05162	1.3101	0.20203	0.50715	-0.32131	0.16964	-0.09057	0.83228	0.1554	0.13396	-0.83449	0.22333	-0.42712	0.08754	0.45791	0.07407	0.59396	
16	58	28	855	863.394	1064	0.864534	-6	-10	-8	1	7	-2	3	-8	-4	-0.66935	-0.11842	-0.06409	-0.24924	-0.20263	0.5461	0.07396	-0.45584	-0.24187	1	-0.26497	0.15891	-0.27429	-0.06193	0.47309	-0.27754	0.1727	-0.74264	0.87485	0.05351	0	-1.04562	0.23821	-0.45424	0.65657	0.94949	-0.05724	-0.0906	
16	58	28	857	864.696	928	0.764493	-4	-7	3	-5	2	-10	-8	-4	1	-0.61053	-0.09413	-0.12004	-0.25025	-0.21277	1.90606	0.15603	-0.41624	-0.26524	0.99899	-0.21117	0.22571	-1.91313	-0.43452	0.55482	-0.41979	0.22993	-0.41208	0.66197	0.11629	0.01108	-1.79589	0.13896	0.22034	0.7138	0.80135	-0.54545	-1.11448	
16	58	28	858	865.998	1076	0.729099	3	-8	3	-4	6	3	4	-8	1	-0.54427	-0.11235	-0.06205	-0.2695	-0.13475	0.97872	-0.154	-0.45482	-0.26016	0.99697	-0.18477	0.17206	-1.65758	-0.27614	0.73904	-0.52822	0.32701	0.7774	0.57175	0.20891	0.12489	-1.20649	-0.04094	0.43051	-0.41751	0.04377	-0.69024	-0.25839	
16	58	28	860	867.3	1013	0.782701	-7	-8	9	9	-4	-5	-6	9	5	-0.48731	-0.09413	-0.08037	-0.27457	-0.06991	-0.76494	-0.15299	-0.45178	-0.19919	0.99596	-0.18274	0.15081	0.41194	-0.39594	0.97328	-0.43571	0.43124	1.42825	0.47646	0.27066	0.14906	0.44305	-0.23573	-0.34576	-1.11409	-0.37374	-0.24916	0.46644	
16	58	28	862	868.603	953	0.760136	7	-7	0	-7	4	-1	-6	0	-6	-0.44211	-0.06275	-0.18515	-0.19048	-0.13374	-1.45657	-0.2614	-0.3533	-0.12398	0.99393	-0.17563	0.19433	1.78384	-0.55127	1.19639	-0.23476	0.44146	1.15254	0.1105	0.18524	0.11281	1.4757	-0.37965	-0.91525	-0.92593	0.03704	0.14478	-0.78523	
16	58	28	864	869.905	963	0.765564	-2	7	6	-5	-8	4	4	-7	8	-0.4	-0.09109	-0.18922	-0.09119	-0.15805	-1.30808	-0.84195	-0.31269	-0.0813	0.99292	-0.13807	0.15587	1.23232	0.13503	1.35956	-0.14822	0.30453	1.31525	-0.22803	-0.08517	0.12892	1.61384	-0.41811	-0.2339	-0.67677	0.3165	0.6734	-1.95623	
16	58	28	866	871.207	1019	0.757473	9	0	4	-10	8	4	-1	-7	-7	-0.34737	-0.11437	-0.10783	-0.07396	-0.0385	-0.69301	-1.03232	-0.2731	-0.08028	0.99393	-0.1198	0.03441	-0.02126	0.55838	1.4294	-0.12037	0.08584	2.58717	-0.34809	-0.16834	0.0846	2.04951	-0.32754	0.93559	-0.25926	-0.26263	1.58108	-0.86577	
16	58	28	868	872.509	922	0.891355	8	9	3	-10	-6	8	4	-10	0	-0.2743	-0.09413	-0.05188	-0.12259	0.04053	0.60486	-0.7001	-0.14822	-0.06707	0.99596	-0.12183	0.0587	-1.38788	-0.04569	1.39602	0.01326	-0.00202	3.40274	-0.34204	0.0885	-0.08465	2.63935	-0.1402	1.14815	0.51515	-0.90236	1.41892	0.52349	
16	58	28	870	873.812	1071	0.768787	7	-2	1	-5	-5	-8	7	6	3	-0.18204	-0.08704	-0.02035	-0.1307	0.00203	1.56869	-0.24215	-0.03959	-0.02134	0.99494	-0.05685	0.25405	-2.3047	-0.22538	1.2755	0.15606	0.03066	3.21096	-0.29058	0.16878	-0.20499	2.46508	0.06079	0.51525	0.45118	-0.69697	-0.34007	0.11074	
